446,ELGYEM,PSYCHIC,6,6,9,6,3,100,KA,null
447,BEHEEYEM,PSYCHIC,8,8,13,10,4,100,JO,null
448,DROWZEE,PSYCHIC,5,5,4,9,4,100,HO,null
449,HYPNO,PSYCHIC,7,7,7,12,7,100,SI,null
450,SMOOCHUM,ICE,3,2,9,7,7,100,UN,null
451,JYNX,ICE,5,4,12,10,10,100,KS,null
452,MIME JR.,PSYCHIC,3,5,7,9,6,100,UN,null
453,MR. MIME,PSYCHIC,5,7,10,12,9,100,KS,null
454,CHINGLING,PSYCHIC,3,5,7,5,5,100,JO,null
455,CHIMECHO,PSYCHIC,5,7,10,8,7,100,SI,null
456,WYNAUT,PSYCHIC,2,5,2,5,2,100,UN,null
457,WOBBUFFET,PSYCHIC,3,6,3,6,3,100,UN,null
458,TYROGUE,FIGHTING,4,4,4,4,4,100,HO,null
459,HITMONLEE,FIGHTING,5,4,11,8,5,100,SI,null
460,HITMONCHAN,FIGHTING,11,8,4,11,8,100,UN,null
461,HITMONTOP,FIGHTING,10,10,4,11,7,100,KS,null
462,MANKEY,FIGHTING,8,4,4,5,7,100,KA,null
463,PRIMEAPE,FIGHTING,11,6,6,7,10,100,JO,null
464,MIENFOO,FIGHTING,9,5,6,5,7,100,HO,null
465,MIENSHAO,FIGHTING,13,6,10,6,11,100,SI,null
466,MAKUHITA,FIGHTING,6,3,2,3,3,100,UN,null
467,HARIYAMA,FIGHTING,12,6,4,6,5,100,KS,null
468,MEDITITE,FIGHTING,4,6,4,6,6,100,KA,null
469,MEDICHAM,FIGHTING,6,8,6,8,8,100,JO,null
470,RIOLU,FIGHTING,7,4,4,4,6,100,HO,null
471,LUCARIO,FIGHTING,11,7,12,7,9,100,SI,null
472,MURKROW,DARK,9,4,9,4,9,100,HO,null
473,HONCHKROW,DARK,13,5,11,5,7,100,SI,null
474,VULLABY,DARK,6,8,5,7,6,100,UN,null
475,MANDIBUZZ,DARK,7,11,6,10,8,100,KS,null
476,PURRLOIN,DARK,5,4,5,4,7,100,KA,null
477,LIEPARD,DARK,9,5,9,5,11,100,JO,null
478,HOUNDOUR,DARK,6,3,8,5,7,100,HO,null
479,HOUNDOOM,DARK,9,5,11,8,10,100,SI,null
480,POOCHYENA,DARK,6,4,3,3,4,100,UN,null
481,MIGHTYENA,DARK,9,7,6,6,7,100,KS,null
482,SCRAGGY,DARK,8,7,4,7,5,100,KA,null
483,SCRAFTY,DARK,9,12,5,12,6,100,JO,null
484,SNEASEL,DARK,10,6,4,8,12,100,HO,null
485,WEAVILE,DARK,12,7,5,9,13,100,SI,null
486,PAWNIARD,DARK,9,7,4,4,6,100,UN,null
487,BISHARP,DARK,13,10,6,7,7,100,KS,null
488,ZORUA,DARK,7,4,8,4,7,100,KS,null
489,ZOROARK,DARK,11,6,12,6,11,100,SI,null
490,MISDREAVUS,GHOST,6,6,9,9,9,100,JO,null
491,MISMAGIUS,GHOST,6,6,11,11,11,100,HO,null
492,SHUPPET,GHOST,8,4,6,3,5,100,SI,null
493,BANETTE,GHOST,12,7,8,6,7,100,UN,null
494,DRIFLOON,GHOST,5,3,6,4,7,100,KS,null
495,DRIFBLIM,GHOST,8,4,9,5,8,100,UN,null
496,YAMASK,GHOST,3,9,6,7,3,100,SI,null
497,COFAGRIGUS,GHOST,5,15,10,11,3,100,HO,null
498,PANSAGE,GRASS,5,5,5,5,6,100,SI,null
499,SIMISAGE,GRASS,10,6,10,6,10,100,UN,null
500,PANSEAR,FIRE,5,5,5,5,6,100,UN,null
501,SIMISEAR,FIRE,10,6,10,6,10,100,KS,null
502,PANPOUR,WATER,5,5,5,5,6,100,KS,null
503,SIMIPOUR,WATER,10,6,10,6,10,100,JO,null
